x,y,species cloglog values
895.0,895.0,7.381452E-4
896.0,896.0,0.013067547
897.0,897.0,0.014395789
898.0,898.0,0.52175754
899.0,899.0,0.84085023
900.0,900.0,0.05178273
901.0,901.0,0.9176604
902.0,902.0,3.728702E-4
903.0,903.0,1.1489084E-6
904.0,904.0,0.09197968
905.0,905.0,8.8999385E-4
906.0,906.0,0.4229818
907.0,907.0,0.0015744382
908.0,908.0,0.7031205
909.0,909.0,0.05121054
910.0,910.0,5.7701527E-7
911.0,911.0,0.22488782
912.0,912.0,7.46361E-7
913.0,913.0,3.974964E-7
914.0,914.0,0.0020586164
915.0,915.0,7.843874E-8
916.0,916.0,0.061718166
917.0,917.0,0.056648538
918.0,918.0,0.030802645
919.0,919.0,0.0031375492
920.0,920.0,0.05128177
921.0,921.0,9.823957E-7
922.0,922.0,0.21408007
923.0,923.0,9.601113E-6
924.0,924.0,0.5693874
925.0,925.0,0.0032438105
926.0,926.0,0.13144945
927.0,927.0,2.9093766E-8
928.0,928.0,0.0015847661
929.0,929.0,0.002317335
930.0,930.0,0.001136303
931.0,931.0,1.2952859E-7
932.0,932.0,0.012303684
933.0,933.0,0.0015472117
934.0,934.0,0.4064863
935.0,935.0,0.5432057
936.0,936.0,0.0037341733
937.0,937.0,0.020862445
